# of Epoch,# of Aggregation Epoch,Min. Aggregation Epoch,Max Aggregation Epoch,# of Push Mess.,# of Pull-Push Mess.,# of Pull Mess.,# of Outcome=FIRST,# of Outcomes=DOUBLE,# of Outcomes=REPLACE,# of Outcomes=UNSUCCESSFUL,AMD Counter,SMA Counter,DMA Counter,AMS Counter,AMD F.P. Prob.,SMA F.P. Prob.,DMA F.P. Prob.,AMS F.P. Prob.,Avegare (Estimated),Sum (Estimated),Sum Square (Estimated),Max (Estimated),Min (Estimated),Stand. Deviation (Estimated),Count (Estimated),Avegare (Actual),Sum (Actual),Sum Square (Actual),Max (Actual),Min (Actual),Stand. Deviation (Actual),Count (Actual)
0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
1.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
2.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
3.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
4.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
5.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
6.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
7.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
8.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
9.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
10.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
11.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
12.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
13.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,3.370101675552103E-83,3.370101675552103E-83,3.370101675552103E-83,6.740203351104207E-84,0.2949096416975131,0.2949096416975131,0.26091509029846666,0.2949096416975131,0.2949096416975131,0.0,0.3333333333333333,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
15.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.26666666666666666,1.8764342480906E-76,1.8764342480905996E-76,1.8764342480905996E-76,3.7528684961812E-77,0.8407378328366368,1.1187294487565769,0.9415177320818314,0.8576558586142099,0.8238198070590638,0.016918025777573203,1.3333333333333333,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
16.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,3.0,3.0,3.0,0.6,9.43488349130333E-72,9.43488349130333E-72,9.43488349130333E-72,1.8869766982606656E-72,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.6,9.43488349130333E-72,9.43488349130333E-72,9.43488349130333E-72,1.8869766982606656E-72,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.6,9.43488349130333E-72,9.43488349130333E-72,9.43488349130333E-72,1.8869766982606656E-72,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.6,9.43488349130333E-72,9.43488349130333E-72,9.43488349130333E-72,1.8869766982606656E-72,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.6,9.43488349130333E-72,9.43488349130333E-72,9.43488349130333E-72,1.8869766982606656E-72,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.6,9.43488349130333E-72,9.43488349130333E-72,9.43488349130333E-72,1.8869766982606656E-72,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0,0.8238198070590638,2.471459421177191,2.0418079253500943,0.8847289250925393,0.7832207704271007,0.04385849154418866,3.0
