# of Epoch,# of Aggregation Epoch,Min. Aggregation Epoch,Max Aggregation Epoch,# of Push Mess.,# of Pull-Push Mess.,# of Pull Mess.,# of Outcome=FIRST,# of Outcomes=DOUBLE,# of Outcomes=REPLACE,# of Outcomes=UNSUCCESSFUL,AMD Counter,SMA Counter,DMA Counter,AMS Counter,AMD F.P. Prob.,SMA F.P. Prob.,DMA F.P. Prob.,AMS F.P. Prob.,Avegare (Estimated),Sum (Estimated),Sum Square (Estimated),Max (Estimated),Min (Estimated),Stand. Deviation (Estimated),Count (Estimated),Avegare (Actual),Sum (Actual),Sum Square (Actual),Max (Actual),Min (Actual),Stand. Deviation (Actual),Count (Actual)
1.440071159E9,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8254499786693968,5.778149850685778,4.776235436283548,0.8733549045650403,0.7907342797420848,0.03084932341558135,7.0
1.44007116E9,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825514962289477,6.604119698315816,5.458461625477535,0.8733549045650403,0.7907342797420848,0.028857411888375414,8.0
1.440071161E9,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80869252719515,8.895617799146649,7.231301553538207,0.8733549045650403,0.6488363201412325,0.058373339637001614,11.0
1.440071162E9,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8182745545755363,9.819294654906436,8.084480487404495,0.9236768557597879,0.6488363201412325,0.0642919949753888,12.0
1.440071163E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,3.370101675552103E-83,3.370101675552103E-83,3.370101675552103E-83,6.740203351104207E-84,0.07003993418634559,0.07003993418634559,0.058867108569931464,0.07003993418634559,0.07003993418634559,0.0,0.08333333333333333,0.8182745545755363,9.819294654906436,8.084480487404495,0.9236768557597879,0.6488363201412325,0.0642919949753888,12.0
1.440071164E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,3.370101675552103E-83,3.370101675552103E-83,3.370101675552103E-83,6.740203351104207E-84,0.07003993418634559,0.07003993418634559,0.058867108569931464,0.07003993418634559,0.07003993418634559,0.0,0.08333333333333333,0.8182745545755363,9.819294654906436,8.084480487404495,0.9236768557597879,0.6488363201412325,0.0642919949753888,12.0
1.440071165E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,3.370101675552103E-83,3.370101675552103E-83,3.370101675552103E-83,6.740203351104207E-84,0.06465224694124208,0.06465224694124208,0.05433886944916751,0.06465224694124208,0.06465224694124208,0.0,0.07692307692307693,0.8223183804191562,10.69013894544903,8.842850265775128,0.9236768557597879,0.6488363201412325,0.06333823835794095,13.0
1.440071166E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,3.370101675552103E-83,3.370101675552103E-83,3.370101675552103E-83,6.740203351104207E-84,0.04943995354330277,0.04943995354330277,0.041553253108186916,0.04943995354330277,0.04943995354330277,0.0,0.058823529411764705,0.8149407270959076,13.853992360630428,11.3649412721646,0.9236768557597879,0.6488363201412325,0.06631416520281605,17.0
1.440071167E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,3.370101675552103E-83,3.370101675552103E-83,3.370101675552103E-83,6.740203351104207E-84,0.04943995354330277,0.04943995354330277,0.041553253108186916,0.04943995354330277,0.04943995354330277,0.0,0.058823529411764705,0.8149407270959076,13.853992360630428,11.3649412721646,0.9236768557597879,0.6488363201412325,0.06631416520281605,17.0
1.440071168E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,3.370101675552103E-83,3.370101675552103E-83,3.370101675552103E-83,6.740203351104207E-84,0.04943995354330277,0.04943995354330277,0.041553253108186916,0.04943995354330277,0.04943995354330277,0.0,0.058823529411764705,0.8149407270959076,13.853992360630428,11.3649412721646,0.9236768557597879,0.6488363201412325,0.06631416520281605,17.0
